REFERENCIA;CONSUMIBLES;CAPACIDAD;COMPATIBILIDADES;DESCRIPCION
HI-11CY;HP 11 Cyan Cartucho de Tinta Generico - Reemplaza C4836A;28 ml;"<DesignJet> 500, 800, 800PS, 100, 100+, 110, 110+, 70, 815MFP, 820MFP, ColorPro GA, ColorPro CAD
<Business InkJet> 1000, 1100, 1100D, 1100DTN, 1200, 1200D, 1200DN, 1200DTN, 1200DTW, 2000, 2000CN, 2200, 2230, 2250, 2250TN, 2280, 2280TN, 2300, 2300N, 2300DTN, 2500C, 2500CM, 2600, 2600DN, 2800, 2800DT, 2800DTN, 3000, 3000DTN, 3000N
<Color Inkjet CP> 1700
<OfficeJet> 9100 series, 9110, 9120, 9130
<OfficeJet Pro> K850, K850DN
<DeskJet> 2000C, 2500C";"Cartucho de tinta genérico HP 11 (C4836A) de alta calidad.

Adecuado para uso en las siguientes impresoras:
HP DesignJet 500
HP DesignJet 800
HP DesignJet 800PS
HP DesignJet 100
HP DesignJet 100+
HP DesignJet 110
HP DesignJet 110+
HP DesignJet 70
HP DesignJet 815MFP
HP DesignJet 820MFP
HP DesignJet ColorPro GA
HP DesignJet ColorPro CAD
HP Business InkJet 1000
HP Business InkJet 1100
HP Business InkJet 1100D
HP Business InkJet 1100DTN
HP Business InkJet 1200
HP Business InkJet 1200D
HP Business InkJet 1200DN
HP Business InkJet 1200DTN
HP Business InkJet 1200DTW
HP Business InkJet 2000
HP Business InkJet 2000CN
HP Business InkJet 2200
HP Business InkJet 2230
HP Business InkJet 2250
HP Business InkJet 2250TN
HP Business InkJet 2280
HP Business InkJet 2280TN
HP Business InkJet 2300
HP Business InkJet 2300N
HP Business InkJet 2300DTN
HP Business InkJet 2500C
HP Business InkJet 2500CM
HP Business InkJet 2600
HP Business InkJet 2600DN
HP Business InkJet 2800
HP Business InkJet 2800DT
HP Business InkJet 2800DTN
HP Business InkJet 3000
HP Business InkJet 3000DTN
HP Business InkJet 3000N
HP Color Inkjet CP 1700
HP OfficeJet 9100 series
HP OfficeJet 9110
HP OfficeJet 9120
HP OfficeJet 9130
HP OfficeJet Pro K850
HP OfficeJet Pro K850DN
HP DeskJet 2000C
HP DeskJet 2500C

Rendimiento: 28 ml"
HI-11MG;HP 11 Magenta Cartucho de Tinta Generico - Reemplaza C4837A;28 ml;"<DesignJet> 500, 800, 800PS, 100, 100+, 110, 110+, 70, 815MFP, 820MFP, ColorPro GA, ColorPro CAD
<Business InkJet> 1000, 1100, 1100D, 1100DTN, 1200, 1200D, 1200DN, 1200DTN, 1200DTW, 2000, 2000CN, 2200, 2230, 2250, 2250TN, 2280, 2280TN, 2300, 2300N, 2300DTN, 2500C, 2500CM, 2600, 2600DN, 2800, 2800DT, 2800DTN, 3000, 3000DTN, 3000N
<Color Inkjet CP> 1700
<OfficeJet> 9100 series, 9110, 9120, 9130
<OfficeJet Pro> K850, K850DN
<DeskJet> 2000C, 2500C";"Cartucho de tinta genérico HP 11 (C4837A) de alta calidad.

Adecuado para uso en las siguientes impresoras:
HP DesignJet 500
HP DesignJet 800
HP DesignJet 800PS
HP DesignJet 100
HP DesignJet 100+
HP DesignJet 110
HP DesignJet 110+
HP DesignJet 70
HP DesignJet 815MFP
HP DesignJet 820MFP
HP DesignJet ColorPro GA
HP DesignJet ColorPro CAD
HP Business InkJet 1000
HP Business InkJet 1100
HP Business InkJet 1100D
HP Business InkJet 1100DTN
HP Business InkJet 1200
HP Business InkJet 1200D
HP Business InkJet 1200DN
HP Business InkJet 1200DTN
HP Business InkJet 1200DTW
HP Business InkJet 2000
HP Business InkJet 2000CN
HP Business InkJet 2200
HP Business InkJet 2230
HP Business InkJet 2250
HP Business InkJet 2250TN
HP Business InkJet 2280
HP Business InkJet 2280TN
HP Business InkJet 2300
HP Business InkJet 2300N
HP Business InkJet 2300DTN
HP Business InkJet 2500C
HP Business InkJet 2500CM
HP Business InkJet 2600
HP Business InkJet 2600DN
HP Business InkJet 2800
HP Business InkJet 2800DT
HP Business InkJet 2800DTN
HP Business InkJet 3000
HP Business InkJet 3000DTN
HP Business InkJet 3000N
HP Color Inkjet CP 1700
HP OfficeJet 9100 series
HP OfficeJet 9110
HP OfficeJet 9120
HP OfficeJet 9130
HP OfficeJet Pro K850
HP OfficeJet Pro K850DN
HP DeskJet 2000C
HP DeskJet 2500C

Rendimiento: 28 ml"
HI-11YL;HP 11 Amarillo Cartucho de Tinta Generico - Reemplaza C4838A;28 ml;"<DesignJet> 500, 800, 800PS, 100, 100+, 110, 110+, 70, 815MFP, 820MFP, ColorPro GA, ColorPro CAD
<Business InkJet> 1000, 1100, 1100D, 1100DTN, 1200, 1200D, 1200DN, 1200DTN, 1200DTW, 2000, 2000CN, 2200, 2230, 2250, 2250TN, 2280, 2280TN, 2300, 2300N, 2300DTN, 2500C, 2500CM, 2600, 2600DN, 2800, 2800DT, 2800DTN, 3000, 3000DTN, 3000N
<Color Inkjet CP> 1700
<OfficeJet> 9100 series, 9110, 9120, 9130
<OfficeJet Pro> K850, K850DN
<DeskJet> 2000C, 2500C";"Cartucho de tinta genérico HP 11 (C4838A) de alta calidad.

Adecuado para uso en las siguientes impresoras:
HP DesignJet 500
HP DesignJet 800
HP DesignJet 800PS
HP DesignJet 100
HP DesignJet 100+
HP DesignJet 110
HP DesignJet 110+
HP DesignJet 70
HP DesignJet 815MFP
HP DesignJet 820MFP
HP DesignJet ColorPro GA
HP DesignJet ColorPro CAD
HP Business InkJet 1000
HP Business InkJet 1100
HP Business InkJet 1100D
HP Business InkJet 1100DTN
HP Business InkJet 1200
HP Business InkJet 1200D
HP Business InkJet 1200DN
HP Business InkJet 1200DTN
HP Business InkJet 1200DTW
HP Business InkJet 2000
HP Business InkJet 2000CN
HP Business InkJet 2200
HP Business InkJet 2230
HP Business InkJet 2250
HP Business InkJet 2250TN
HP Business InkJet 2280
HP Business InkJet 2280TN
HP Business InkJet 2300
HP Business InkJet 2300N
HP Business InkJet 2300DTN
HP Business InkJet 2500C
HP Business InkJet 2500CM
HP Business InkJet 2600
HP Business InkJet 2600DN
HP Business InkJet 2800
HP Business InkJet 2800DT
HP Business InkJet 2800DTN
HP Business InkJet 3000
HP Business InkJet 3000DTN
HP Business InkJet 3000N
HP Color Inkjet CP 1700
HP OfficeJet 9100 series
HP OfficeJet 9110
HP OfficeJet 9120
HP OfficeJet 9130
HP OfficeJet Pro K850
HP OfficeJet Pro K850DN
HP DeskJet 2000C
HP DeskJet 2500C

Rendimiento: 28 ml"
HI-17;HP 17 Color Cartucho de Tinta Generico - Reemplaza C6625AE;39 ml;"<Deskjet> 814c, 825c, 825CVR, 840c, 843c, 845c, 845CVR
<DeskJet> 816c, 841c, 842c";"Cartucho de tinta genérico HP 17 (C6625AE) de alta calidad.

Adecuado para uso en las siguientes impresoras:
HP Deskjet 814c
HP Deskjet 825c
HP Deskjet 825CVR
HP Deskjet 840c
HP Deskjet 843c
HP Deskjet 845c
HP Deskjet 845CVR
HP DeskJet 816c
HP DeskJet 841c
HP DeskJet 842c

Rendimiento: 39 ml"
HI-21XL;HP 21XL Negro Cartucho de Tinta Remanufacturado - Reemplaza C9351AE/C9351CE;22 ml;"<DeskJet> 3747, 3900, 3910, 3915, 3918, 3920, 3930, 3930v, 3938, 3940, 3940v, D1311, D1320, D1330, D1341, D1360, D1368, D1400, D1415, D1420, D1430, D1445, D1455, D1460, D1468, D1470, D1500, D1520, D1530, D1550, D1558, D1560, D1568, D2320, D2330, D2345, D2360, D2368, D2400, D2430, D2445, D2460, F2100, F2110, F2120, F2140, F2180, F2185, F2187, F2200, F2224, F2235, F2275, F2276, F2280, F2288, F2290, F300, F310, F325, F335, F340, F350, F370, F375, F378, F380, F385, F388, F390, F394, F4100, F4135, F4140, F4150, F4172, F4175, F4180, F4185, F4188, F4190, F4194
<Fax> 1250, 3180
<OfficeJet> 4312, 4314, 4315, 4317, 4319, 4355, J3608, J3640, J3650, J3680, J5500 series, J5508, J5520
<PhotoSmart> 1402 AiO, 1410 AiO, 1415 AiO, 1417 AiO
<PSC> 1400, 1401, 1402, 1403, 1406, 1408, 1410, 1410v, 1410xi, 1412, 1415, 1417";"Cartucho de tinta remanufacturado HP 21XL (C9351AE/C9351CE) de alta calidad.

Adecuado para uso en las siguientes impresoras:
HP DeskJet 3747
HP DeskJet 3900
HP DeskJet 3910
HP DeskJet 3915
HP DeskJet 3918
HP DeskJet 3920
HP DeskJet 3930
HP DeskJet 3930v
HP DeskJet 3938
HP DeskJet 3940
HP DeskJet 3940v
HP DeskJet D1311
HP DeskJet D1320
HP DeskJet D1330
HP DeskJet D1341
HP DeskJet D1360
HP DeskJet D1368
HP DeskJet D1400
HP DeskJet D1415
HP DeskJet D1420
HP DeskJet D1430
HP DeskJet D1445
HP DeskJet D1455
HP DeskJet D1460
HP DeskJet D1468
HP DeskJet D1470
HP DeskJet D1500
HP DeskJet D1520
HP DeskJet D1530
HP DeskJet D1550
HP DeskJet D1558
HP DeskJet D1560
HP DeskJet D1568
HP DeskJet D2320
HP DeskJet D2330
HP DeskJet D2345
HP DeskJet D2360
HP DeskJet D2368
HP DeskJet D2400
HP DeskJet D2430
HP DeskJet D2445
HP DeskJet D2460
HP DeskJet F2100
HP DeskJet F2110
HP DeskJet F2120
HP DeskJet F2140
HP DeskJet F2180
HP DeskJet F2185
HP DeskJet F2187
HP DeskJet F2200
HP DeskJet F2224
HP DeskJet F2235
HP DeskJet F2275
HP DeskJet F2276
HP DeskJet F2280
HP DeskJet F2288
HP DeskJet F2290
HP DeskJet F300
HP DeskJet F310
HP DeskJet F325
HP DeskJet F335
HP DeskJet F340
HP DeskJet F350
HP DeskJet F370
HP DeskJet F375
HP DeskJet F378
HP DeskJet F380
HP DeskJet F385
HP DeskJet F388
HP DeskJet F390
HP DeskJet F394
HP DeskJet F4100
HP DeskJet F4135
HP DeskJet F4140
HP DeskJet F4150
HP DeskJet F4172
HP DeskJet F4175
HP DeskJet F4180
HP DeskJet F4185
HP DeskJet F4188
HP DeskJet F4190
HP DeskJet F4194
HP Fax 1250
HP Fax 3180
HP OfficeJet 4312
HP OfficeJet 4314
HP OfficeJet 4315
HP OfficeJet 4317
HP OfficeJet 4319
HP OfficeJet 4355
HP OfficeJet J3608
HP OfficeJet J3640
HP OfficeJet J3650
HP OfficeJet J3680
HP OfficeJet J5500 series
HP OfficeJet J5508
HP OfficeJet J5520
HP PhotoSmart 1402 AiO
HP PhotoSmart 1410 AiO
HP PhotoSmart 1415 AiO
HP PhotoSmart 1417 AiO
HP PSC 1400
HP PSC 1401
HP PSC 1402
HP PSC 1403
HP PSC 1406
HP PSC 1408
HP PSC 1410
HP PSC 1410v
HP PSC 1410xi
HP PSC 1412
HP PSC 1415
HP PSC 1417

Rendimiento: 22 ml"
HI-22XL;HP 22XL Color Cartucho de Tinta Remanufacturado - Reemplaza C9352AE/C9352CE;16 ml;"<DeskJet> 3747, 3900, 3910, 3915, 3918, 3920, 3930, 3930v, 3938, 3940, 3940v, D1311, D1320, D1330, D1341, D1360, D1368, D1400, D1415, D1420, D1430, D1445, D1455, D1460, D1468, D1470, D1500, D1520, D1530, D1550, D1558, D1560, D1568, D2320, D2330, D2345, D2360, D2368, D2400, D2430, D2445, D2460, F2100, F2110, F2120, F2140, F2180, F2185, F2187, F2200, F2224, F2235, F2275, F2276, F2280, F2288, F2290, F300, F310, F325, F335, F340, F350, F370, F375, F378, F380, F385, F388, F390, F394, F4100, F4135, F4140, F4150, F4172, F4175, F4180, F4185, F4188, F4190, F4194
<Fax> 1250, 3180
<OfficeJet> 4312, 4314, 4315, 4317, 4319, 4355, J3608, J3640, J3650, J3680, J5500 series, J5508, J5520
<PhotoSmart> 1402 AiO, 1410 AiO, 1415 AiO, 1417 AiO
<PSC> 1400, 1401, 1402, 1403, 1406, 1408, 1410, 1410v, 1410xi, 1412, 1415, 1417";"Cartucho de tinta remanufacturado HP 22XL (C9352AE/C9352CE) de alta calidad.

Adecuado para uso en las siguientes impresoras:
HP DeskJet 3747
HP DeskJet 3900
HP DeskJet 3910
HP DeskJet 3915
HP DeskJet 3918
HP DeskJet 3920
HP DeskJet 3930
HP DeskJet 3930v
HP DeskJet 3938
HP DeskJet 3940
HP DeskJet 3940v
HP DeskJet D1311
HP DeskJet D1320
HP DeskJet D1330
HP DeskJet D1341
HP DeskJet D1360
HP DeskJet D1368
HP DeskJet D1400
HP DeskJet D1415
HP DeskJet D1420
HP DeskJet D1430
HP DeskJet D1445
HP DeskJet D1455
HP DeskJet D1460
HP DeskJet D1468
HP DeskJet D1470
HP DeskJet D1500
HP DeskJet D1520
HP DeskJet D1530
HP DeskJet D1550
HP DeskJet D1558
HP DeskJet D1560
HP DeskJet D1568
HP DeskJet D2320
HP DeskJet D2330
HP DeskJet D2345
HP DeskJet D2360
HP DeskJet D2368
HP DeskJet D2400
HP DeskJet D2430
HP DeskJet D2445
HP DeskJet D2460
HP DeskJet F2100
HP DeskJet F2110
HP DeskJet F2120
HP DeskJet F2140
HP DeskJet F2180
HP DeskJet F2185
HP DeskJet F2187
HP DeskJet F2200
HP DeskJet F2224
HP DeskJet F2235
HP DeskJet F2275
HP DeskJet F2276
HP DeskJet F2280
HP DeskJet F2288
HP DeskJet F2290
HP DeskJet F300
HP DeskJet F310
HP DeskJet F325
HP DeskJet F335
HP DeskJet F340
HP DeskJet F350
HP DeskJet F370
HP DeskJet F375
HP DeskJet F378
HP DeskJet F380
HP DeskJet F385
HP DeskJet F388
HP DeskJet F390
HP DeskJet F394
HP DeskJet F4100
HP DeskJet F4135
HP DeskJet F4140
HP DeskJet F4150
HP DeskJet F4172
HP DeskJet F4175
HP DeskJet F4180
HP DeskJet F4185
HP DeskJet F4188
HP DeskJet F4190
HP DeskJet F4194
HP Fax 1250
HP Fax 3180
HP OfficeJet 4312
HP OfficeJet 4314
HP OfficeJet 4315
HP OfficeJet 4317
HP OfficeJet 4319
HP OfficeJet 4355
HP OfficeJet J3608
HP OfficeJet J3640
HP OfficeJet J3650
HP OfficeJet J3680
HP OfficeJet J5500 series
HP OfficeJet J5508
HP OfficeJet J5520
HP PhotoSmart 1402 AiO
HP PhotoSmart 1410 AiO
HP PhotoSmart 1415 AiO
HP PhotoSmart 1417 AiO
HP PSC 1400
HP PSC 1401
HP PSC 1402
HP PSC 1403
HP PSC 1406
HP PSC 1408
HP PSC 1410
HP PSC 1410v
HP PSC 1410xi
HP PSC 1412
HP PSC 1415
HP PSC 1417

Rendimiento: 16 ml"
HI-23;HP 23 Color Cartucho de Tinta Remanufacturado - Reemplaza C1823DE/C1823GE;39 ml;"<Color Copier> 140, 145, 150, 155, 160, 170, 180, 290, 260, 270, 280
<DeskJet> 1120c, 1120cse, 1120xi, 1120cxi, 1125c, 710c, 712c, 720c, 722, 722c, 770c, 810c, 812c, 815c, 830c, 832c, 880c, 882C, 890c, 890cse, 890cxi, 895cse, 895cxi, 895c
<OfficeJet Pro> 1170c, 1170cse, 1170cxi, 1175c, 1175cse, 1175cxi
<OfficeJet> 1170cse, 1170cxi, 1170c, 1175c, 1175cse, 1175cxi, R40, R40xi, R45, R60, R65, R80, R80xi, T45, T45xi, T65, T65xi
<PSC> 500, 500xi, 500cxi";"Cartucho de tinta remanufacturado HP 23 (C1823DE/C1823GE) de alta calidad.

Adecuado para uso en las siguientes impresoras:
HP Color Copier 140
HP Color Copier 145
HP Color Copier 150
HP Color Copier 155
HP Color Copier 160
HP Color Copier 170
HP Color Copier 180
HP Color Copier 290
HP Color Copier 260
HP Color Copier 270
HP Color Copier 280
HP DeskJet 1120c
HP DeskJet 1120cse
HP DeskJet 1120xi
HP DeskJet 1120cxi
HP DeskJet 1125c
HP DeskJet 710c
HP DeskJet 712c
HP DeskJet 720c
HP DeskJet 722
HP DeskJet 722c
HP DeskJet 770c
HP DeskJet 810c
HP DeskJet 812c
HP DeskJet 815c
HP DeskJet 830c
HP DeskJet 832c
HP DeskJet 880c
HP DeskJet 882C
HP DeskJet 890c
HP DeskJet 890cse
HP DeskJet 890cxi
HP DeskJet 895cse
HP DeskJet 895cxi
HP DeskJet 895c
HP OfficeJet Pro 1170c
HP OfficeJet Pro 1170cse
HP OfficeJet Pro 1170cxi
HP OfficeJet Pro 1175c
HP OfficeJet Pro 1175cse
HP OfficeJet Pro 1175cxi
HP OfficeJet 1170cse
HP OfficeJet 1170cxi
HP OfficeJet 1170c
HP OfficeJet 1175c
HP OfficeJet 1175cse
HP OfficeJet 1175cxi
HP OfficeJet R40
HP OfficeJet R40xi
HP OfficeJet R45
HP OfficeJet R60
HP OfficeJet R65
HP OfficeJet R80
HP OfficeJet R80xi
HP OfficeJet T45
HP OfficeJet T45xi
HP OfficeJet T65
HP OfficeJet T65xi
HP PSC 500
HP PSC 500xi
HP PSC 500cxi

Rendimiento: 39 ml"
HI-27;HP 27 Negro Cartucho de Tinta Remanufacturado - Reemplaza C8727AE;22 ml;"<DeskJet> 3300, 3320, 3322, 3323, 3325, 3420 series, 3425, 3520, 3520v, 3535, 3550, 3550v, 3558, 3600, 3620, 3620v, 3645, 3647, 3650v, 3650, 3651, 3653, 3658, 3700, 3740v, 3740, 3743, 3744, 3745, 3745v, 3840, 3843, 3845xi, 3845, 3847
<Deskjet> 3450
<OfficeJet> 4312, 4210, 4211, 4212, 4215, 4215xi, 4314, 4215v, 4219, 4315, 4317, 4319, 4355, 5505, 5508, 5510, 5515, 5605, 5605z, 5608, 5610, 5610v, 5610xi, 5615, J5500 series, J5508, J5520
<Psc> 1100, 1110, 1110xi, 1118, 1200, 1205, 1209, 1210, 1210xi, 1210v, 1213, 1215, 1216, 1217, 1218, 1219, 1300, 1310, 1311, 1312, 1315, 1315v, 1315xi, 1317, 1318, 1915, 2100, 2105, 2108, 2110, 2110v, 2110xi, 2115, 2150, 2170 series, 2171, 2175, 2175xi, 2175v, 2179, 2200, 2210, 2210v, 2210xi, 2212, 2215
<Fax> 1240, 410sz";"Cartucho de tinta remanufacturado HP 27 (C8727AE) de alta calidad.

Adecuado para uso en las siguientes impresoras:
HP DeskJet 3300
HP DeskJet 3320
HP DeskJet 3322
HP DeskJet 3323
HP DeskJet 3325
HP DeskJet 3420 series
HP DeskJet 3425
HP DeskJet 3520
HP DeskJet 3520v
HP DeskJet 3535
HP DeskJet 3550
HP DeskJet 3550v
HP DeskJet 3558
HP DeskJet 3600
HP DeskJet 3620
HP DeskJet 3620v
HP DeskJet 3645
HP DeskJet 3647
HP DeskJet 3650v
HP DeskJet 3650
HP DeskJet 3651
HP DeskJet 3653
HP DeskJet 3658
HP DeskJet 3700
HP DeskJet 3740v
HP DeskJet 3740
HP DeskJet 3743
HP DeskJet 3744
HP DeskJet 3745
HP DeskJet 3745v
HP DeskJet 3840
HP DeskJet 3843
HP DeskJet 3845xi
HP DeskJet 3845
HP DeskJet 3847
HP Deskjet 3450
HP OfficeJet 4312
HP OfficeJet 4210
HP OfficeJet 4211
HP OfficeJet 4212
HP OfficeJet 4215
HP OfficeJet 4215xi
HP OfficeJet 4314
HP OfficeJet 4215v
HP OfficeJet 4219
HP OfficeJet 4315
HP OfficeJet 4317
HP OfficeJet 4319
HP OfficeJet 4355
HP OfficeJet 5505
HP OfficeJet 5508
HP OfficeJet 5510
HP OfficeJet 5515
HP OfficeJet 5605
HP OfficeJet 5605z
HP OfficeJet 5608
HP OfficeJet 5610
HP OfficeJet 5610v
HP OfficeJet 5610xi
HP OfficeJet 5615
HP OfficeJet J5500 series
HP OfficeJet J5508
HP OfficeJet J5520
HP Psc 1100
HP Psc 1110
HP Psc 1110xi
HP Psc 1118
HP Psc 1200
HP Psc 1205
HP Psc 1209
HP Psc 1210
HP Psc 1210xi
HP Psc 1210v
HP Psc 1213
HP Psc 1215
HP Psc 1216
HP Psc 1217
HP Psc 1218
HP Psc 1219
HP Psc 1300
HP Psc 1310
HP Psc 1311
HP Psc 1312
HP Psc 1315
HP Psc 1315v
HP Psc 1315xi
HP Psc 1317
HP Psc 1318
HP Psc 1915
HP Psc 2100
HP Psc 2105
HP Psc 2108
HP Psc 2110
HP Psc 2110v
HP Psc 2110xi
HP Psc 2115
HP Psc 2150
HP Psc 2170 series
HP Psc 2171
HP Psc 2175
HP Psc 2175xi
HP Psc 2175v
HP Psc 2179
HP Psc 2200
HP Psc 2210
HP Psc 2210v
HP Psc 2210xi
HP Psc 2212
HP Psc 2215
HP Fax 1240
HP Fax 410sz

Rendimiento: 22 ml"
HI-28;HP 28 Color Cartucho de Tinta Remanufacturado - Reemplaza C8728AE;18 ml;"<DeskJet> 3300, 3320, 3322, 3323, 3325, 3420 series, 3425, 3520, 3520v, 3535, 3550, 3550v, 3558, 3600, 3620, 3620v, 3645, 3647, 3650v, 3650, 3651, 3653, 3658, 3700, 3740v, 3740, 3743, 3744, 3745, 3745v, 3840, 3843, 3845xi, 3845, 3847
<Deskjet> 3450
<OfficeJet> 4312, 4210, 4211, 4212, 4215, 4215xi, 4314, 4215v, 4219, 4315, 4317, 4319, 4355, 5505, 5508, 5510, 5515, 5605, 5605z, 5608, 5610, 5610v, 5610xi, 5615, J5500 series, J5508, J5520
<Psc> 1100, 1110, 1110xi, 1118, 1200, 1205, 1209, 1210, 1210xi, 1210v, 1213, 1215, 1216, 1217, 1218, 1219, 1300, 1310, 1311, 1312, 1315, 1315v, 1315xi, 1317, 1318, 1915, 2100, 2105, 2108, 2110, 2110v, 2110xi, 2115, 2150, 2170 series, 2171, 2175, 2175xi, 2175v, 2179, 2200, 2210, 2210v, 2210xi, 2212, 2215
<Fax> 1240, 410sz";"Cartucho de tinta remanufacturado HP 28 (C8728AE) de alta calidad.

Adecuado para uso en las siguientes impresoras:
HP DeskJet 3300
HP DeskJet 3320
HP DeskJet 3322
HP DeskJet 3323
HP DeskJet 3325
HP DeskJet 3420 series
HP DeskJet 3425
HP DeskJet 3520
HP DeskJet 3520v
HP DeskJet 3535
HP DeskJet 3550
HP DeskJet 3550v
HP DeskJet 3558
HP DeskJet 3600
HP DeskJet 3620
HP DeskJet 3620v
HP DeskJet 3645
HP DeskJet 3647
HP DeskJet 3650v
HP DeskJet 3650
HP DeskJet 3651
HP DeskJet 3653
HP DeskJet 3658
HP DeskJet 3700
HP DeskJet 3740v
HP DeskJet 3740
HP DeskJet 3743
HP DeskJet 3744
HP DeskJet 3745
HP DeskJet 3745v
HP DeskJet 3840
HP DeskJet 3843
HP DeskJet 3845xi
HP DeskJet 3845
HP DeskJet 3847
HP Deskjet 3450
HP OfficeJet 4312
HP OfficeJet 4210
HP OfficeJet 4211
HP OfficeJet 4212
HP OfficeJet 4215
HP OfficeJet 4215xi
HP OfficeJet 4314
HP OfficeJet 4215v
HP OfficeJet 4219
HP OfficeJet 4315
HP OfficeJet 4317
HP OfficeJet 4319
HP OfficeJet 4355
HP OfficeJet 5505
HP OfficeJet 5508
HP OfficeJet 5510
HP OfficeJet 5515
HP OfficeJet 5605
HP OfficeJet 5605z
HP OfficeJet 5608
HP OfficeJet 5610
HP OfficeJet 5610v
HP OfficeJet 5610xi
HP OfficeJet 5615
HP OfficeJet J5500 series
HP OfficeJet J5508
HP OfficeJet J5520
HP Psc 1100
HP Psc 1110
HP Psc 1110xi
HP Psc 1118
HP Psc 1200
HP Psc 1205
HP Psc 1209
HP Psc 1210
HP Psc 1210xi
HP Psc 1210v
HP Psc 1213
HP Psc 1215
HP Psc 1216
HP Psc 1217
HP Psc 1218
HP Psc 1219
HP Psc 1300
HP Psc 1310
HP Psc 1311
HP Psc 1312
HP Psc 1315
HP Psc 1315v
HP Psc 1315xi
HP Psc 1317
HP Psc 1318
HP Psc 1915
HP Psc 2100
HP Psc 2105
HP Psc 2108
HP Psc 2110
HP Psc 2110v
HP Psc 2110xi
HP Psc 2115
HP Psc 2150
HP Psc 2170 series
HP Psc 2171
HP Psc 2175
HP Psc 2175xi
HP Psc 2175v
HP Psc 2179
HP Psc 2200
HP Psc 2210
HP Psc 2210v
HP Psc 2210xi
HP Psc 2212
HP Psc 2215
HP Fax 1240
HP Fax 410sz

Rendimiento: 18 ml"
HI-300XLBK;HP 300XL Negro Cartucho de Tinta Remanufacturado - Reemplaza CC641EE/CC640EE;20 ml;"<DeskJet> D1600, D1660, D1663, D2500, D2530, D2545, D2560, D2563, D2566, D2568, D2600, D2660, D2663, D2666, D2668, D2680, D5500, D5560, D5563, F2400, F2420, F2480, F2492, F4200, F4210, F4220, F4224, F4240, F4272, F4273, F4274, F4280, F4283, F4292, F4293, F4294, F4470, F4472, F4480, F4492, F4500, F4580, F4583
<PhotoSmart> C4600 series, C4670, C4680, C4685, C4700 series, C4780, C4785, C4795, C4799
<Envy> 100, 110, 114, 120";"Cartucho de tinta remanufacturado HP 300XL (CC640EE/CC641EE) de alta calidad.

Adecuado para uso en las siguientes impresoras:
HP DeskJet D1600
HP DeskJet D1660
HP DeskJet D1663
HP DeskJet D2500
HP DeskJet D2530
HP DeskJet D2545
HP DeskJet D2560
HP DeskJet D2563
HP DeskJet D2566
HP DeskJet D2568
HP DeskJet D2600
HP DeskJet D2660
HP DeskJet D2663
HP DeskJet D2666
HP DeskJet D2668
HP DeskJet D2680
HP DeskJet D5500
HP DeskJet D5560
HP DeskJet D5563
HP DeskJet F2400
HP DeskJet F2420
HP DeskJet F2480
HP DeskJet F2492
HP DeskJet F4200
HP DeskJet F4210
HP DeskJet F4220
HP DeskJet F4224
HP DeskJet F4240
HP DeskJet F4272
HP DeskJet F4273
HP DeskJet F4274
HP DeskJet F4280
HP DeskJet F4283
HP DeskJet F4292
HP DeskJet F4293
HP DeskJet F4294
HP DeskJet F4470
HP DeskJet F4472
HP DeskJet F4480
HP DeskJet F4492
HP DeskJet F4500
HP DeskJet F4580
HP DeskJet F4583
HP PhotoSmart C4600 series
HP PhotoSmart C4670
HP PhotoSmart C4680
HP PhotoSmart C4685
HP PhotoSmart C4700 series
HP PhotoSmart C4780
HP PhotoSmart C4785
HP PhotoSmart C4795
HP PhotoSmart C4799
HP Envy 100
HP Envy 110
HP Envy 114
HP Envy 120

Rendimiento: 20 ml"
