REFERENCIA;CONSUMIBLES;CAPACIDAD;COMPATIBILIDADES;DESCRIPCION
OKT-C110BK;OKI C110/C130/MC160 Negro Cartucho de Toner Generico - Reemplaza 44250724;2.500 Páginas;"<C> 110, 130N
<MC> 160N";"Cartucho de toner genérico OKI C110/C130/MC160 (44250724) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 110
Oki C 130N
Oki MC 160N

Rendimiento: 2.500 Páginas"
OKT-C110CY;OKI C110/C130/MC160 Cyan Cartucho de Toner Generico - Reemplaza 44250723;2.500 Páginas;"<C> 110, 130N
<MC> 160N";"Cartucho de toner genérico OKI C110/C130/MC160 (44250723) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 110
Oki C 130N
Oki MC 160N

Rendimiento: 2.500 Páginas"
OKT-C301BK;OKI C301DN/C321DN/MC342DN Negro Cartucho de Toner Generico - Reemplaza 44973536;2.500 Páginas;"<C> 301DN, 321DN
<MC> 332DN, 340 Series, 342DN, 342DNW";"Cartucho de toner genérico OKI C301DN/C321DN/MC342DN (44973536) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 301DN
Oki C 321DN
Oki MC 332DN
Oki MC 340 Series
Oki MC 342DN
Oki MC 342DNW

Rendimiento: 2.500 Páginas"
OKT-C301CY;OKI C301DN/C321DN/MC342DN Cyan Cartucho de Toner Generico - Reemplaza 44973535;1.500 Páginas;"<C> 301DN, 321DN
<MC> 332DN, 340 Series, 342DN, 342DNW";"Cartucho de toner genérico OKI C301DN/C321DN/MC342DN (44973535) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 301DN
Oki C 321DN
Oki MC 332DN
Oki MC 340 Series
Oki MC 342DN
Oki MC 342DNW

Rendimiento: 1.500 Páginas"
OKT-C301MG;OKI C301DN/C321DN/MC342DN Magenta Cartucho de Toner Generico - Reemplaza 44973534;1.500 Páginas;"<C> 301DN, 321DN
<MC> 332DN, 340 Series, 342DN, 342DNW";"Cartucho de toner genérico OKI C301DN/C321DN/MC342DN (44973534 de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 301DN
Oki C 321DN
Oki MC 332DN
Oki MC 340 Series
Oki MC 342DN
Oki MC 342DNW

Rendimiento: 1.500 Páginas"
OKT-C301YL;OKI C301DN/C321DN/MC342DN Amarillo Cartucho de Toner Generico - Reemplaza 44973533;1.500 Páginas;"<C> 301DN, 321DN
<MC> 332DN, 340 Series, 342DN, 342DNW";"Cartucho de toner genérico OKI C301DN/C321DN/MC342DN (44973533) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 301DN
Oki C 321DN
Oki MC 332DN
Oki MC 340 Series
Oki MC 342DN
Oki MC 342DNW

Rendimiento: 1.500 Páginas"
OKT-C310BK;OKI C310/C510/MC351/MC361 Negro Cartucho de Toner Generico - Reemplaza 44469803;3.500 Páginas;"<C> 300, 500, 310, 310DN, 330, 330DN, 331DN, 510, 510DN, 511DN, 530, 530DN, 531DN
<MC> 351, 351DN, 361, 361DN, 561DN, 362DN, 562DN, 562DNW, 352DN";"Cartucho de toner genérico OKI C310/C510/MC351/MC361 (44469803) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 300
Oki C 500
Oki C 310
Oki C 310DN
Oki C 330
Oki C 330DN
Oki C 331DN
Oki C 510
Oki C 510DN
Oki C 511DN
Oki C 530
Oki C 530DN
Oki C 531DN
Oki MC 351
Oki MC 351DN
Oki MC 361
Oki MC 361DN
Oki MC 561DN
Oki MC 362DN
Oki MC 562DN
Oki MC 562DNW
Oki MC 352DN

Rendimiento: 3.500 Páginas"
OKT-C310CY;OKI C310/C510/MC351/MC361 Cyan Cartucho de Toner Generico - Reemplaza 44469706;2.000 Páginas;"<C> 300, 500, 310, 310DN, 330, 330DN, 331DN, 510, 510DN, 511DN, 530, 530DN, 531DN
<MC> 351, 351DN, 352DN, 361, 361DN, 362DN, 561DN, 562DN, 562DNW";"Cartucho de toner genérico OKI C310/C510/MC351/MC361 (44469706) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 300
Oki C 500
Oki C 310
Oki C 310DN
Oki C 330
Oki C 330DN
Oki C 331DN
Oki C 510
Oki C 510DN
Oki C 511DN
Oki C 530
Oki C 530DN
Oki C 531DN
Oki MC 351
Oki MC 351DN
Oki MC 352DN
Oki MC 361
Oki MC 361DN
Oki MC 362DN
Oki MC 561DN
Oki MC 562DN
Oki MC 562DNW

Rendimiento: 2.000 Páginas"
OKT-C310MG;OKI C310/C510/MC351/MC361 Magenta Cartucho de Toner Generico - Reemplaza 44469705;2.000 Páginas;"<C> 300, 500, 310, 310DN, 330, 330DN, 331DN, 510, 510DN, 511DN, 530, 530DN, 531DN
<MC> 351, 351DN, 352DN, 361, 361DN, 362DN, 561DN, 562DN, 562DNW";"Cartucho de toner genérico OKI C310/C510/MC351/MC361 (44469705) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 300
Oki C 500
Oki C 310
Oki C 310DN
Oki C 330
Oki C 330DN
Oki C 331DN
Oki C 510
Oki C 510DN
Oki C 511DN
Oki C 530
Oki C 530DN
Oki C 531DN
Oki MC 351
Oki MC 351DN
Oki MC 352DN
Oki MC 361
Oki MC 361DN
Oki MC 362DN
Oki MC 561DN
Oki MC 562DN
Oki MC 562DNW

Rendimiento: 2.000 Páginas"
OKT-C310YL;OKI C310/C510/MC351/MC361 Amarillo Cartucho de Toner Generico - Reemplaza 44469704;2.000 Páginas;"<C> 300, 500, 310, 310DN, 330, 330DN, 331DN, 510, 510DN, 511DN, 530, 530DN, 531DN
<MC> 351, 351DN, 352DN, 361, 361DN, 362DN, 561DN, 562DN, 562DNW";"Cartucho de toner genérico OKI C310/C510/MC351/MC361 (44469704) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 300
Oki C 500
Oki C 310
Oki C 310DN
Oki C 330
Oki C 330DN
Oki C 331DN
Oki C 510
Oki C 510DN
Oki C 511DN
Oki C 530
Oki C 530DN
Oki C 531DN
Oki MC 351
Oki MC 351DN
Oki MC 352DN
Oki MC 361
Oki MC 361DN
Oki MC 362DN
Oki MC 561DN
Oki MC 562DN
Oki MC 562DNW

Rendimiento: 2.000 Páginas"
OKT-C3300BK;OKI C3300/C3400/C3450/C3600/C3520/C3530/MC350/MC360 Negro Cartucho de Toner Generico - Reemplaza 43459436/43459332/43459324;2.500 Páginas;"<C> 3300, 3300N, 3300CN, 3400, 3400N, 3400CN, 3450N, 3600N, 3500 MFP, 3520 MFP, 3530 MFP, 3540 MFP
<MC> 350, 360";"Cartucho de toner genérico OKI C3300/C3400/C3450/C3600/C3520/C3530/MC350/MC360 (43459436/43459332/43459324) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 3300
Oki C 3300N
Oki C 3300CN
Oki C 3400
Oki C 3400N
Oki C 3400CN
Oki C 3450N
Oki C 3600N
Oki C 3500 MFP
Oki C 3520 MFP
Oki C 3530 MFP
Oki C 3540 MFP
Oki MC 350
Oki MC 360

Rendimiento: 2.500 Páginas"
OKT-C3300CY;OKI C3300/C3400/C3450/C3600/C3520/C3530/MC350/MC360 Cyan Cartucho de Toner Generico - Reemplaza 43459435/43459331/43459371;2.000 Páginas;"<C> 3300, 3300N, 3300CN, 3400, 3400N, 3400CN, 3450N, 3600N, 3500 MFP, 3520 MFP, 3530 MFP, 3540 MFP
<MC> 350, 360";"Cartucho de toner genérico OKI C3300/C3400/C3450/C3600/C3520/C3530/MC350/MC360 (43459435/43459331/43459371) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 3300
Oki C 3300N
Oki C 3300CN
Oki C 3400
Oki C 3400N
Oki C 3400CN
Oki C 3450N
Oki C 3600N
Oki C 3500 MFP
Oki C 3520 MFP
Oki C 3530 MFP
Oki C 3540 MFP
Oki MC 350
Oki MC 360

Rendimiento: 2.000 Páginas"
OKT-C3300MG;OKI C3300/C3400/C3450/C3600/C3520/C3530/MC350/MC360 Magenta Cartucho de Toner Generico - Reemplaza 43459434/43459330/43459370;2.000 Páginas;"<C> 3300, 3300N, 3300CN, 3400, 3400N, 3400CN, 3450N, 3600N, 3500 MFP, 3520 MFP, 3530 MFP, 3540 MFP
<MC> 350, 360";"Cartucho de toner genérico OKI C3300/C3400/C3450/C3600/C3520/C3530/MC350/MC360 (43459434/43459330/43459370) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 3300
Oki C 3300N
Oki C 3300CN
Oki C 3400
Oki C 3400N
Oki C 3400CN
Oki C 3450N
Oki C 3600N
Oki C 3500 MFP
Oki C 3520 MFP
Oki C 3530 MFP
Oki C 3540 MFP
Oki MC 350
Oki MC 360

Rendimiento: 2.000 Páginas"
OKT-C3300YL;OKI C3300/C3400/C3450/C3600/C3520/C3530/MC350/MC360 Amarillo Cartucho de Toner Generico - Reemplaza 43459433/43459329/43459369;2.000 Páginas;"<C> 3300, 3300N, 3300CN, 3400, 3400N, 3400CN, 3450N, 3600N, 3500 MFP, 3520 MFP, 3530 MFP, 3540 MFP
<MC> 350, 360";"Cartucho de toner genérico OKI C3300/C3400/C3450/C3600/C3520/C3530/MC350/MC360 (43459433/43459329/43459369) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 3300
Oki C 3300N
Oki C 3300CN
Oki C 3400
Oki C 3400N
Oki C 3400CN
Oki C 3450N
Oki C 3600N
Oki C 3500 MFP
Oki C 3520 MFP
Oki C 3530 MFP
Oki C 3540 MFP
Oki MC 350
Oki MC 360

Rendimiento: 2.000 Páginas"
OKT-C332BK;OKI C332DN/MC363DN/MD363DN Negro Cartucho de Toner Generico - Reemplaza 46508712/46508716;3.500 Páginas;"<C> 332dn, 332dnw
<MC> 363n, 363dn, 363dnw
<MD> 363dn";"Cartucho de toner genérico OKI C332DN/MC363DN/MD363DN (46508712/46508716) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 332dn
Oki C 332dnw
Oki MC 363n
Oki MC 363dn
Oki MC 363dnw
Oki MD 363dn

Rendimiento: 3.500 Páginas"
OKT-C332CY;OKI C332DN/MC363DN/MD363DN Cyan Cartucho de Toner Generico - Reemplaza 46508711/46508715;3.000 Páginas;"<C> 332dn, 332dnw
<MC> 363n, 363dn, 363dnw
<MD> 363dn";"Cartucho de toner genérico OKI C332DN/MC363DN/MD363DN (46508711/46508715) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 332dn
Oki C 332dnw
Oki MC 363n
Oki MC 363dn
Oki MC 363dnw
Oki MD 363dn

Rendimiento: 3.000 Páginas"
OKT-C332MG;OKI C332DN/MC363DN/MD363DN Magenta Cartucho de Toner Generico - Reemplaza 46508710/46508714;3.000 Páginas;"<C> 332dn, 332dnw
<MC> 363n, 363dn, 363dnw
<MD> 363dn";"Cartucho de toner genérico OKI C332DN/MC363DN/MD363DN (46508710/46508714) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 332dn
Oki C 332dnw
Oki MC 363n
Oki MC 363dn
Oki MC 363dnw
Oki MD 363dn

Rendimiento: 3.000 Páginas"
OKT-C332YL;OKI C332DN/MC363DN/MD363DN Amarillo Cartucho de Toner Generico - Reemplaza 46508709/46508713;3.000 Páginas;"<C> 332dn, 332dnw
<MC> 363n, 363dn, 363dnw
<MD> 363dn";"Cartucho de toner genérico OKI C332DN/MC363DN/MD363DN (46508709/46508713) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 332dn
Oki C 332dnw
Oki MC 363n
Oki MC 363dn
Oki MC 363dnw
Oki MD 363dn

Rendimiento: 3.000 Páginas"
OKT-C5100BK;OKI C5100/C5200/C5400/C5250/C5450/C3100/C3200 Negro Cartucho de Toner Generico;5.000 Páginas;<C> 3100, 3200, 3200N, 5100, 5100N, 5150, 5200, 5200N, 5300, 5300N, 5400, 5400DN, 5400N, 5510 MFP, 5250, 5250N, 5250DN, 5450, 5450DN, 5450N, 5510 MFP, 5540 MFP;"Cartucho de toner genérico OKI C5100/C5200/C5400/C5250/C5450/C3100/C3200 de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 3100
Oki C 3200
Oki C 3200N
Oki C 5100
Oki C 5100N
Oki C 5150
Oki C 5200
Oki C 5200N
Oki C 5300
Oki C 5300N
Oki C 5400
Oki C 5400DN
Oki C 5400N
Oki C 5510 MFP
Oki C 5250
Oki C 5250N
Oki C 5250DN
Oki C 5450
Oki C 5450DN
Oki C 5450N
Oki C 5510 MFP
Oki C 5540 MFP

Rendimiento: 5.000 Páginas"
OKT-C5100BK;Olivetti D-Color P12 Negro Cartucho de Toner Generico;5.000 Páginas;<D-COLOR> P12, P12W;"Cartucho de toner genérico Olivetti D-Color P12 de alta calidad.

Adecuado para uso en las siguientes impresoras:
Olivetti D-COLOR P12
Olivetti D-COLOR P12W

Rendimiento: 5.000 Páginas"
OKT-C5100CY;OKI C5100/C5200/C5400/C5250/C5450/C3100/C3200 Cyan Cartucho de Toner Generico;5.000 Páginas;<C> 3100, 3200, 3200N, 5100, 5100N, 5150, 5200, 5200N, 5300, 5300N, 5400, 5400DN, 5400N, 5510 MFP, 5250, 5250N, 5250DN, 5450, 5450DN, 5450N, 5510 MFP, 5540 MFP;"Cartucho de toner genérico OKI C5100/C5200/C5400/C5250/C5450/C3100/C3200 de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 3100
Oki C 3200
Oki C 3200N
Oki C 5100
Oki C 5100N
Oki C 5150
Oki C 5200
Oki C 5200N
Oki C 5300
Oki C 5300N
Oki C 5400
Oki C 5400DN
Oki C 5400N
Oki C 5510 MFP
Oki C 5250
Oki C 5250N
Oki C 5250DN
Oki C 5450
Oki C 5450DN
Oki C 5450N
Oki C 5510 MFP
Oki C 5540 MFP

Rendimiento: 5.000 Páginas"
OKT-C5100CY;Olivetti D-Color P12 Cyan Cartucho de Toner Generico;5.000 Páginas;<D-COLOR> P12, P12W;"Cartucho de toner genérico Olivetti D-Color P12 de alta calidad.

Adecuado para uso en las siguientes impresoras:
Olivetti D-COLOR P12
Olivetti D-COLOR P12W

Rendimiento: 5.000 Páginas"
OKT-C5100MG;Olivetti D-Color P12 Magenta Cartucho de Toner Generico;5.000 Páginas;<D-COLOR> P12, P12W;"Cartucho de toner genérico Olivetti D-Color P12 de alta calidad.

Adecuado para uso en las siguientes impresoras:
Olivetti D-COLOR P12
Olivetti D-COLOR P12W

Rendimiento: 5.000 Páginas"
OKT-C5100MG;OKI C5100/C5200/C5400/C5250/C5450/C3100/C3200 Magenta Cartucho de Toner Generico;5.000 Páginas;<C> 3100, 3200, 3200N, 5100, 5100N, 5150, 5200, 5200N, 5300, 5300N, 5400, 5400DN, 5400N, 5510 MFP, 5250, 5250N, 5250DN, 5450, 5450DN, 5450N, 5510 MFP, 5540 MFP;"Cartucho de toner genérico OKI C5100/C5200/C5400/C5250/C5450/C3100/C3200 de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 3100
Oki C 3200
Oki C 3200N
Oki C 5100
Oki C 5100N
Oki C 5150
Oki C 5200
Oki C 5200N
Oki C 5300
Oki C 5300N
Oki C 5400
Oki C 5400DN
Oki C 5400N
Oki C 5510 MFP
Oki C 5250
Oki C 5250N
Oki C 5250DN
Oki C 5450
Oki C 5450DN
Oki C 5450N
Oki C 5510 MFP
Oki C 5540 MFP

Rendimiento: 5.000 Páginas"
OKT-C5100YL;OKI C5100/C5200/C5400/C5250/C5450/C3100/C3200 Amarillo Cartucho de Toner Generico;5.000 Páginas;<C> 3100, 3200, 3200N, 5100, 5100N, 5150, 5200, 5200N, 5300, 5300N, 5400, 5400DN, 5400N, 5510 MFP, 5250, 5250N, 5250DN, 5450, 5450DN, 5450N, 5510 MFP, 5540 MFP;"Cartucho de toner genérico OKI C5100/C5200/C5400/C5250/C5450/C3100/C3200 de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 3100
Oki C 3200
Oki C 3200N
Oki C 5100
Oki C 5100N
Oki C 5150
Oki C 5200
Oki C 5200N
Oki C 5300
Oki C 5300N
Oki C 5400
Oki C 5400DN
Oki C 5400N
Oki C 5510 MFP
Oki C 5250
Oki C 5250N
Oki C 5250DN
Oki C 5450
Oki C 5450DN
Oki C 5450N
Oki C 5510 MFP
Oki C 5540 MFP

Rendimiento: 5.000 Páginas"
OKT-C5100YL;Olivetti D-Color P12 Amarillo Cartucho de Toner Generico;5.000 Páginas;<D-COLOR> P12, P12W;"Cartucho de toner genérico Olivetti D-Color P12 de alta calidad.

Adecuado para uso en las siguientes impresoras:
Olivetti D-COLOR P12
Olivetti D-COLOR P12W

Rendimiento: 5.000 Páginas"
OKT-C530BK;OKI C510/C530/MC561 Negro Cartucho de Toner Generico - Reemplaza 44469804;5.000 Páginas;"<C> 510, 510DN, 530, 530DN, 511DN, 531DN
<MC> 561DN, 562DN, 562DNW";"Cartucho de toner genérico OKI C510/C530/MC561 (44469804) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 510
Oki C 510DN
Oki C 530
Oki C 530DN
Oki C 511DN
Oki C 531DN
Oki MC 561DN
Oki MC 562DN
Oki MC 562DNW

Rendimiento: 5.000 Páginas"
OKT-C530CY;OKI C510/C530/MC561/MC562 Cyan Cartucho de Toner Generico - Reemplaza 44469724;5.000 Páginas;"<C> 510, 510DN, 511DN, 530, 530DN, 531DN
<MC> 561DN, 562DN, 562DNW";"Cartucho de toner genérico OKI C510/C530/MC561/MC562 (44469724) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 510
Oki C 510DN
Oki C 511DN
Oki C 530
Oki C 530DN
Oki C 531DN
Oki MC 561DN
Oki MC 562DN
Oki MC 562DNW

Rendimiento: 5.000 Páginas"
OKT-C530MG;OKI C510/C530/MC561/MC562 Magenta Cartucho de Toner Generico - Reemplaza 44469723;5.000 Páginas;"<C> 510, 510DN, 511DN, 530, 530DN, 531DN
<MC> 561DN, 562DN, 562DNW";"Cartucho de toner genérico OKI C510/C530/MC561/MC562 (44469723) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 510
Oki C 510DN
Oki C 511DN
Oki C 530
Oki C 530DN
Oki C 531DN
Oki MC 561DN
Oki MC 562DN
Oki MC 562DNW

Rendimiento: 5.000 Páginas"
OKT-C530YL;OKI C510/C530/MC561/MC562 Amarillo Cartucho de Toner Generico - Reemplaza 44469722;5.000 Páginas;"<C> 510, 510DN, 511DN, 530, 530DN, 531DN
<MC> 561DN, 562DN, 562DNW";"Cartucho de toner genérico OKI C510/C530/MC561/MC562 (44469722) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 510
Oki C 510DN
Oki C 511DN
Oki C 530
Oki C 530DN
Oki C 531DN
Oki MC 561DN
Oki MC 562DN
Oki MC 562DNW

Rendimiento: 5.000 Páginas"
OKT-C542BK;OKI C532DN/C542DN/MC573DN/MC563DN Negro Cartucho de Toner Generico - Reemplaza 46490608/46490404;7.000 Páginas;"<C> 532dn, 542dn
<MC> 573dn, 563dn";"Cartucho de toner genérico OKI C532DN/C542DN/MC573DN/MC563DN (46490608/46490404) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 532dn
Oki C 542dn
Oki MC 573dn
Oki MC 563dn

Rendimiento: 7.000 Páginas"
OKT-C542CY;OKI C532DN/C542DN/MC573DN/MC563DN Cyan Cartucho de Toner Generico - Reemplaza 46490607/46490403;6.000 Páginas;"<C> 532dn, 542dn
<MC> 573dn, 563dn";"Cartucho de toner genérico OKI C532DN/C542DN/MC573DN/MC563DN (46490607/46490403) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 532dn
Oki C 542dn
Oki MC 573dn
Oki MC 563dn

Rendimiento: 6.000 Páginas"
OKT-C542MG;OKI C532DN/C542DN/MC573DN/MC563DN Magenta Cartucho de Toner Generico - Reemplaza 46490606/46490402;6.000 Páginas;"<C> 532dn, 542dn
<MC> 573dn, 563dn";"Cartucho de toner genérico OKI C532DN/C542DN/MC573DN/MC563DN (46490606/46490402) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 532dn
Oki C 542dn
Oki MC 573dn
Oki MC 563dn

Rendimiento: 6.000 Páginas"
OKT-C542YL;OKI C532DN/C542DN/MC573DN/MC563DN Amarillo Cartucho de Toner Generico - Reemplaza 46490605/46490401;6.000 Páginas;"<C> 532dn, 542dn
<MC> 573dn, 563dn";"Cartucho de toner genérico OKI C532DN/C542DN/MC573DN/MC563DN (46490605/46490401) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 532dn
Oki C 542dn
Oki MC 573dn
Oki MC 563dn

Rendimiento: 6.000 Páginas"
OKT-C5600BK;OKI C5600/C5700 Negro Cartucho de Toner Generico - Reemplaza 43324408;6.000 Páginas;<C> 5600DN, 5600N, 5700DN, 5700N;"Cartucho de toner genérico OKI C5600/C5700 (43324408) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 5600DN
Oki C 5600N
Oki C 5700DN
Oki C 5700N

Rendimiento: 6.000 Páginas"
OKT-C5600CY;OKI C5600/C5700 Cyan Cartucho de Toner Generico - Reemplaza 43381907;2.000 Páginas;<C> 5600DN, 5600N, 5700DN, 5700N;"Cartucho de toner genérico OKI C5600/C5700 (43381907) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 5600DN
Oki C 5600N
Oki C 5700DN
Oki C 5700N

Rendimiento: 2.000 Páginas"
OKT-C5600MG;OKI C5600/C5700 Magenta Cartucho de Toner Generico - Reemplaza 43381906;2.000 Páginas;<C> 5600DN, 5600N, 5700DN, 5700N;"Cartucho de toner genérico OKI C5600/C5700 (43381906) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 5600DN
Oki C 5600N
Oki C 5700DN
Oki C 5700N

Rendimiento: 2.000 Páginas"
OKT-C5600YL;OKI C5600/C5700 Amarillo Cartucho de Toner Generico - Reemplaza 43381905;2.000 Páginas;<C> 5600DN, 5600N, 5700DN, 5700N;"Cartucho de toner genérico OKI C5600/C5700 (43381905) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 5600DN
Oki C 5600N
Oki C 5700DN
Oki C 5700N

Rendimiento: 2.000 Páginas"
OKT-C5650BK;OKI C5650/C5750 Negro Cartucho de Toner Generico - Reemplaza 43865708;8.000 Páginas;<C> 5650, 5650DN, 5650N, 5750, 5750DN, 5750N;"Cartucho de toner genérico OKI C5650/C5750 (43865708) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 5650
Oki C 5650DN
Oki C 5650N
Oki C 5750
Oki C 5750DN
Oki C 5750N

Rendimiento: 8.000 Páginas"
OKT-C5650CY;OKI C5650/C5750 Cyan Cartucho de Toner Generico - Reemplaza 43872307;2.000 Páginas;<C> 5650, 5650DN, 5650N, 5750, 5750DN, 5750N;"Cartucho de toner genérico OKI C5650/C5750 (43872307) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 5650
Oki C 5650DN
Oki C 5650N
Oki C 5750
Oki C 5750DN
Oki C 5750N

Rendimiento: 2.000 Páginas"
OKT-C5650MG;OKI C5650/C5750 Magenta Cartucho de Toner Generico - Reemplaza 43872306;2.000 Páginas;<C> 5650, 5650DN, 5650N, 5750, 5750DN, 5750N;"Cartucho de toner genérico OKI C5650/C5750 (43872306) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 5650
Oki C 5650DN
Oki C 5650N
Oki C 5750
Oki C 5750DN
Oki C 5750N

Rendimiento: 2.000 Páginas"
OKT-C5650YL;OKI C5650/C5750 Amarillo Cartucho de Toner Generico - Reemplaza 43872305;2.000 Páginas;<C> 5650, 5650DN, 5650N, 5750, 5750DN, 5750N;"Cartucho de toner genérico OKI C5650/C5750 (43872305) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 5650
Oki C 5650DN
Oki C 5650N
Oki C 5750
Oki C 5750DN
Oki C 5750N

Rendimiento: 2.000 Páginas"
OKT-C5800BK;OKI C5800/C5900/C5550MFP Negro Cartucho de Toner Generico - Reemplaza 43324424;6.000 Páginas;<C> 5550 MFP, 5800DN, 5800N, 5900CDTN, 5900DN, 5900DTN, 5900N;"Cartucho de toner genérico OKI C5800/C5900/C5550MFP (43324424) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 5550 MFP
Oki C 5800DN
Oki C 5800N
Oki C 5900CDTN
Oki C 5900DN
Oki C 5900DTN
Oki C 5900N

Rendimiento: 6.000 Páginas"
OKT-C5800CY;OKI C5800/C5900/C5550MFP Cyan Cartucho de Toner Generico - Reemplaza 43324423;5.000 Páginas;<C> 5550 MFP, 5800DN, 5800N, 5900CDTN, 5900DN, 5900DTN, 5900N;"Cartucho de toner genérico OKI C5800/C5900/C5550MFP (43324423) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 5550 MFP
Oki C 5800DN
Oki C 5800N
Oki C 5900CDTN
Oki C 5900DN
Oki C 5900DTN
Oki C 5900N

Rendimiento: 5.000 Páginas"
OKT-C5800MG;OKI C5800/C5900/C5550MFP Magenta Cartucho de Toner Generico - Reemplaza 43324422;5.000 Páginas;<C> 5550 MFP, 5800DN, 5800N, 5900CDTN, 5900DN, 5900DTN, 5900N;"Cartucho de toner genérico OKI C5800/C5900/C5550MFP (43324422) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 5550 MFP
Oki C 5800DN
Oki C 5800N
Oki C 5900CDTN
Oki C 5900DN
Oki C 5900DTN
Oki C 5900N

Rendimiento: 5.000 Páginas"
OKT-C5800YL;OKI C5800/C5900/C5550MFP Amarillo Cartucho de Toner Generico - Reemplaza 43324421;5.000 Páginas;<C> 5550 MFP, 5800DN, 5800N, 5900CDTN, 5900DN, 5900DTN, 5900N;"Cartucho de toner genérico OKI C5800/C5900/C5550MFP (43324421) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 5550 MFP
Oki C 5800DN
Oki C 5800N
Oki C 5900CDTN
Oki C 5900DN
Oki C 5900DTN
Oki C 5900N

Rendimiento: 5.000 Páginas"
OKT-C5850BK;OKI C5850/C5950/MC560 Negro Cartucho de Toner Generico - Reemplaza 43865724;8.000 Páginas;"<C> 5850N, 5850DN, 5950, 5950N, 5950DN, 5950DTN
<MC> 560, 560N, 560DN";"Cartucho de toner genérico OKI C5850/C5950/MC560 (43865724) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 5850N
Oki C 5850DN
Oki C 5950
Oki C 5950N
Oki C 5950DN
Oki C 5950DTN
Oki MC 560
Oki MC 560N
Oki MC 560DN

Rendimiento: 8.000 Páginas"
OKT-C5850CY;OKI C5850/C5950/MC560 Cyan Cartucho de Toner Generico - Reemplaza 43865723;6.000 Páginas;"<C> 5850N, 5850DN, 5950, 5950N, 5950DN, 5950DTN
<MC> 560, 560N, 560DN";"Cartucho de toner genérico OKI C5850/C5950/MC560 (43865723) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 5850N
Oki C 5850DN
Oki C 5950
Oki C 5950N
Oki C 5950DN
Oki C 5950DTN
Oki MC 560
Oki MC 560N
Oki MC 560DN

Rendimiento: 6.000 Páginas"
OKT-C5850MG;OKI C5850/C5950/MC560 Magenta Cartucho de Toner Generico - Reemplaza 43865722;6.000 Páginas;"<C> 5850N, 5850DN, 5950, 5950N, 5950DN, 5950DTN
<MC> 560, 560N, 560DN";"Cartucho de toner genérico OKI C5850/C5950/MC560 (43865722) de alta calidad.

Adecuado para uso en las siguientes impresoras:
Oki C 5850N
Oki C 5850DN
Oki C 5950
Oki C 5950N
Oki C 5950DN
Oki C 5950DTN
Oki MC 560
Oki MC 560N
Oki MC 560DN

Rendimiento: 6.000 Páginas"
